url,name,website,socials,email,address,contact,description,years_active,staff,awards
https://architectdirectory.co.uk/practice/assael-architecture-limited,Assael Architecture Limited,https://assael.co.uk/,"[""https://twitter.com/@AssaelArchitect"", ""https://instagram.com/@assaelarchitecture""]",info@assael.co.uk,"123 Upper Richmond Road, Putney, London, SW15 2TL",John Assael,"Assael Architecture is founded on a commitment to add value at all stages of design. Through collaboration with clients, design teams and local authorities, we realise the full potential of complicated sites, often in sensitive urban locations. We help to deliver quality, enjoyable and sustainable places that enhance the wellbeing of residents and the wider community. Address 123 Upper Richmond Road, Putney, London, SW15 2TL Contact John Assael Twitter @AssaelArchitect Instagram @assaelarchitecture",29,20 - 125,[]
https://architectdirectory.co.uk/practice/assemble,Assemble,https://assemblestudio.co.uk/,"[""https://instagram.com/assembleofficial""]",info@assemblestudio.co.uk,,Naomi Credé,"Assemble is a multi-disciplinary collective working across architecture, design and art. Founded in 2010 to undertake a single self-built project, Assemble has since delivered a diverse and award-winning body of work, whilst retaining a democratic and co-operative working method that enables built, social and research-based work at a variety of scales, both making things and making things happen. Addresses 30 Hancock Rd, London, E3 3DA Hanham Lock Cottage, Durley Lane, Keynsham, BS31 2JU Contact Naomi Credé Instagram assembleofficial",14,5 - 19,[]
https://architectdirectory.co.uk/practice/assist-design,Assist Design,https://www.assistdesign.co.uk/,[],,,,"As one of Glasgow’s first truly community-based, social housing architects, ASSIST have always adhered to our original ethos of placing people at the heart of any project process to create and sustain long term sustainability. Whilst this has traditionally meant a commitment to community engagement (we are referred to in the RIBA “Guide to Localism: Getting community engagement right”) we have become adept at detailed stakeholder and community consultation, presentation and management to ensure full inclusion in all projects. Addresses 18 Forth Street, Edinburgh, EH1 3LH 94 Kerr Street, Glasgow, G40 2QP",16,5 - 19,[]
https://architectdirectory.co.uk/practice/associated-architects,Associated Architects,http://www.associated-architects.co.uk/,[],hello@associated-architects.co.uk,,Warren Jukes,"We love creating architecture that ‘wows’, but we believe it’s the levels of detail that come together to create the biggest impact. We deliver the perfect balance between ‘wow’ design and workability, each individual detail being conceived from a sense of purpose and human need, over design kudos. Addresses 1 Severn Street Place, The Mailbox, Birmingham, B1 1SE West Village, Wellington Street, Leeds, LS1 4LT Chester House, 21-27 George Street, Oxford, OX1 2AY Contact Warren Jukes",55,20 - 125,[]
https://architectdirectory.co.uk/practice/association-of-ideas,Association Of Ideas,https://associationofideas.uk/,[],,"14 Station Point, 121 Sandycombe Road, London, TW9 2AD",,"Association of Ideas was founded in 1987, integrating the work of several disciplines including architecture, interior design, graphics and exhibitions. We retain this broad range of expertise but now architecture and sustainable design are in the forefront of our work. Address 14 Station Point, 121 Sandycombe Road, London, TW9 2AD",37,,[]
https://architectdirectory.co.uk/practice/assorted-skills-and-talents,Assorted Skills And Talents,https://www.assortedskillstalents.com/,"[""https://twitter.com/@AssortedST"", ""https://instagram.com/assorted_s_t""]",,,,"We pride ourselves on being open minded, non-specific, full of energy and sound of judgement. We think in space and light, but we talk in values/appraisals and measurable outcomes. We listen first, then listen again. We are social anthropologists, story tellers and urban explorers. We will fulfil your expectations and challenge you. We have no sector specialism, instead we are bespoke problem solvers, contextual responders and digital innovators. We will tell your story, communicate your vision and will deliver your project, with an eye on the numbers and a skill for creating clear, commercially viable design solutions. We are makers of great places and architecture; always design led, we try to keep it simple. Addresses 385 Oxford Street, London, W1C 2NB 3 Cobourg Street, Manchester, M1 3GY Contact Chris Boyce Twitter @AssortedST Instagram assorted_s_t",3,5 - 19,[]
https://architectdirectory.co.uk/practice/astudio,Astudio,https://www.astudio.co.uk/,"[""https://twitter.com/@AstudioArch"", ""https://instagram.com/astudio_architecture""]",info@astudio.co.uk,"4th Floor, 30 Millbank, London, SW1P 4DU",Roger Bradshaw,"We believe that architects today need to be more agile than ever before. With the need to minimise the resources used and deliver inspired, delightful spaces we understand this requires a number of skills traditionally outside the role of the architect. We founded our practice on the belief that we must allow other voices to speak as well as our own, and yet still lead and control the design process. This requires humility, an ability to listen and a clear intellectual vision. Skills we possess as architects in astudio. We use technology to help us understand the macro and micro scale impact of our designs, whether looking at new buildings or interventions into old structures. We work hard to make sure our projects offer back more than our clients expect, and to do this we continually research and develop our skills, to make sure we are leaders within the industry. Address 4th Floor, 30 Millbank, London, SW1P 4DU Contact Roger Bradshaw Twitter @AstudioArch Instagram astudio_architecture",15,20 - 125,[]
https://architectdirectory.co.uk/practice/at-arch,At Arch,http://www.atarch.com/,[],office@atarch.com,,Andrew Travers RIBA,"Our chartered practice delivers outstanding buildings. First, we take care to fully understand your needs and aspirations. Then, by applying our experience, the latest technologies and traditional skills, we deliver practical, environmentally sympathetic projects. Address ATArch RIBA Chartered Practice The Front Lodge, Trewidden, Penzance, TR20 8TS Contact Andrew Travers RIBA",9,0 - 4,[]
https://architectdirectory.co.uk/practice/at-architects,At Architects,https://www.atarchitects.co.uk/,[],admin@atarchitects.co.uk,"Kingsley House, 63 Holly Walk, Leamington Spa, CV32 4JG",Anthony Pugh,"A Chartered Architects practice with an extensive range of experience in all types of residential and commercial projects. We have a team of creative professionals that will happily assist you with every aspect of your project from concept to reality. Address Kingsley House, 63 Holly Walk, Leamington Spa, CV32 4JG Contact Anthony Pugh",23,5 - 19,[]
https://architectdirectory.co.uk/practice/atelier-3,Atelier 3,http://www.atelier3.co.uk/,[],info@atelier3.co.uk,"Hamilton House, The Platt, Wadebridge , PL27 7AD",Timothy Hancock,"Atelier 3 are Award Winning Architects in Cornwall. Our practice is a RIBA Chartered Practice & CIAT Chartered Practice. We understand our Clients are individual, each with their own vision and aspirations. Therefore, we do not limit our architecture and design approach to a particular style, type or scale of project. Address Hamilton House, The Platt, Wadebridge , PL27 7AD Contact Timothy Hancock",16,5 - 19,[]
https://architectdirectory.co.uk/practice/atelier-41-architects,Atelier 41 Architects,http://www.atelier41architects.co.uk/,[],michael@atelier41architects.co.uk,"1 Manor Drive, London, N20 0DZ",Michael Bukowski,"We specialize in creating outstanding residential and commercial architecture being involved in all stages of creating process from inception to completion. Our passionate and knowledgeable architects gained their vast experience in the UK and abroad and pride themselves in attention to detail, providing creative and enduring design solutions whilst closely cooperating with local authorities, planning consultants, end users and developers. We are keen on using new, efficient and environmentally friendly, sustainable construction methods. Address 1 Manor Drive, London, N20 0DZ Contact Michael Bukowski",9,0 - 4,[]
